# IPsum Threat Intelligence Feed
# (https://github.com/stamparm/ipsum)
#
# Last update: Sun, 13 Sep 2026 03:17:43 +0200
#
# IP	number of (black)lists
#
147.185.132.75	7
147.185.132.76	7
147.185.132.78	7
147.185.132.81	7
147.185.132.82	7
147.185.132.84	7
147.185.132.94	7
147.185.132.96	7
147.185.132.112	7
147.185.132.118	7
147.185.132.123	7
147.185.132.132	7
147.185.132.138	7
147.185.132.141	7
147.185.132.150	7
147.185.132.153	7
147.185.132.168	7
147.185.132.174	7
147.185.132.177	7
147.185.132.192	7
147.185.132.198	7
147.185.132.204	7
147.185.132.206	7
147.185.132.231	7
147.185.132.234	7
147.185.132.237	7
147.185.132.255	7
149.34.48.31	7
150.107.36.236	7
152.32.149.118	7
154.16.115.34	7
154.116.254.157	7
154.221.20.92	7
155.4.218.159	7
156.232.13.218	7
157.10.100.12	7
161.248.202.88	7
162.239.29.145	7
162.248.100.97	7
163.7.8.79	7
167.86.91.48	7
167.94.146.48	7
167.94.146.59	7
167.114.96.241	7
167.172.40.9	7
167.233.196.216	7
171.104.143.176	7
172.104.11.4	7
172.174.5.146	7
176.65.139.206	7
179.184.85.167	7
179.190.100.143	7
180.210.130.30	7
181.65.211.141	7
181.214.83.147	7
182.244.5.153	7
184.105.247.254	7
185.93.89.66	7
185.226.197.27	7
185.226.197.38	7
185.226.197.40	7
185.226.197.47	7
185.242.226.17	7
185.242.226.19	7
186.10.86.130	7
186.47.77.39	7
186.182.105.49	7
187.16.96.250	7
188.166.29.60	7
189.8.5.118	7
189.190.143.229	7
189.194.140.170	7
189.204.230.91	7
191.97.106.92	7
192.42.116.93	7
193.187.110.213	7
195.184.76.233	7
198.235.24.97	7
198.235.24.126	7
198.235.24.193	7
198.235.24.194	7
198.235.24.212	7
198.235.24.221	7
198.235.24.226	7
198.235.24.234	7
198.235.24.236	7
198.235.24.238	7
198.235.24.239	7
198.235.24.249	7
198.235.24.254	7
199.45.154.48	7
199.45.154.53	7
199.45.154.62	7
199.45.154.112	7
199.45.154.113	7
199.45.154.114	7
200.196.50.91	7
201.116.114.251	7
202.165.15.132	7
203.121.40.210	7
205.210.31.42	7
205.210.31.68	7
205.210.31.71	7
205.210.31.88	7
205.210.31.91	7
205.210.31.98	7
205.210.31.101	7
205.210.31.107	7
205.210.31.109	7
205.210.31.142	7
205.210.31.162	7
205.210.31.170	7
205.210.31.172	7
205.210.31.175	7
205.210.31.193	7
205.210.31.198	7
205.210.31.199	7
205.210.31.200	7
205.210.31.212	7
205.210.31.214	7
205.210.31.215	7
205.210.31.217	7
205.210.31.220	7
205.210.31.226	7
205.210.31.227	7
205.210.31.231	7
205.210.31.241	7
205.210.31.242	7
207.154.230.149	7
209.141.47.217	7
211.106.133.202	7
211.178.247.182	7
213.154.80.51	7
213.209.159.175	7
216.226.77.10	7
217.154.38.181	7
217.154.42.110	7
217.154.234.6	7
218.78.46.81	7
219.78.63.235	7
220.80.223.144	7
220.90.220.204	7
220.127.148.6	7
220.247.224.226	7
221.156.126.1	7
1.212.225.99	6
1.222.42.237	6
2.57.122.168	6
2.57.122.209	6
2.189.128.6	6
3.91.151.163	6
3.129.187.38	6
4.211.84.189	6
4.230.10.211	6
4.236.163.160	6
5.89.75.194	6
5.181.87.33	6
5.226.140.67	6
5.255.98.143	6
8.221.136.6	6
13.90.206.6	6
13.140.142.105	6
14.18.122.240	6
14.29.208.128	6
14.29.240.154	6
14.33.96.3	6
14.103.18.123	6
14.103.118.140	6
14.103.123.169	6
14.103.126.104	6
14.116.189.74	6
14.224.213.222	6
14.224.253.94	6
16.5.0.236	6
20.24.194.29	6
20.40.253.42	6
20.77.26.9	6
20.89.68.9	6
20.102.98.53	6
20.157.117.15	6
20.163.3.7	6
20.175.43.13	6
20.184.59.236	6
23.170.200.122	6
24.199.81.191	6
27.110.166.67	6
27.118.23.21	6
27.128.171.39	6
27.128.240.75	6
27.254.190.148	6
31.28.3.8	6
31.57.47.233	6
31.76.34.47	6
31.132.90.3	6
34.14.122.221	6
34.91.0.68	6
34.93.128.179	6
34.156.107.161	6
34.156.225.10	6
34.156.232.204	6
34.239.105.156	6
35.203.210.200	6
35.203.211.109	6
35.203.211.191	6
35.205.163.103	6
35.237.94.18	6
36.37.73.242	6
36.41.173.197	6
36.64.68.99	6
36.64.131.68	6
36.135.103.30	6
36.139.229.71	6
37.32.22.70	6
37.120.213.13	6
40.124.114.106	6
41.72.202.86	6
41.93.28.9	6
41.93.28.12	6
41.93.28.23	6
41.204.82.238	6
41.215.133.245	6
41.220.3.101	6
41.242.115.84	6
42.1.65.77	6
42.1.65.79	6
42.1.65.89	6
42.51.37.71	6
42.117.2.215	6
43.128.3.201	6
43.133.140.5	6
43.134.85.158	6
43.135.164.30	6
43.156.33.17	6
43.157.200.91	6
43.165.190.208	6
43.167.198.92	6
45.4.179.4	6
45.56.69.100	6
45.63.4.69	6
45.66.44.29	6
45.77.61.56	6
45.79.5.11	6
45.79.8.221	6
45.79.115.59	6
45.79.162.182	6
45.79.181.94	6
45.82.78.102	6
45.82.78.104	6
45.82.78.107	6
45.91.64.6	6
45.119.212.99	6
45.120.216.232	6
45.123.110.70	6
45.125.67.31	6
45.148.10.166	6
45.148.10.238	6
45.156.128.58	6
45.156.128.62	6
45.156.128.63	6
45.156.128.66	6
45.156.128.68	6
45.156.128.69	6
45.156.128.71	6
45.156.128.77	6
45.156.128.101	6
45.156.128.106	6
45.156.128.118	6
45.156.128.119	6
45.156.128.155	6
45.156.128.178	6
45.156.129.57	6
45.156.129.60	6
45.156.129.61	6
45.156.129.65	6
45.156.129.68	6
45.156.129.71	6
45.156.129.72	6
45.156.129.75	6
45.156.129.81	6
45.156.129.82	6
45.156.129.85	6
45.156.129.88	6
45.156.129.90	6
45.156.129.96	6
45.156.129.97	6
45.156.129.98	6
45.156.129.120	6
45.156.129.135	6
45.156.129.193	6
45.166.33.126	6
45.182.206.203	6
45.195.221.26	6
45.224.97.244	6
46.6.127.33	6
46.8.31.44	6
46.8.31.84	6
46.10.201.90	6
46.24.47.94	6
46.101.137.209	6
46.101.180.112	6
46.225.62.66	6
46.249.100.150	6
47.74.51.79	6
47.80.68.74	6
47.250.81.7	6
49.51.231.222	6
49.64.85.138	6
49.64.169.153	6
49.72.212.22	6
49.236.209.85	6
49.247.138.161	6
49.247.214.126	6
50.35.168.148	6
51.38.224.114	6
51.68.151.167	6
51.75.27.218	6
51.75.247.232	6
51.75.253.68	6
51.77.158.34	6
51.91.96.79	6
51.124.112.121	6
51.158.145.236	6
51.178.84.57	6
51.195.40.26	6
51.195.45.120	6
51.195.223.192	6
52.173.67.116	6
52.173.130.64	6
52.176.211.73	6
52.177.169.196	6
52.248.42.67	6
52.248.42.106	6
54.37.235.85	6
54.38.52.18	6
54.38.109.115	6
54.38.241.200	6
57.128.223.80	6
58.69.56.44	6
58.72.212.171	6
58.221.60.25	6
58.224.62.29	6
59.16.212.232	6
59.22.68.213	6
59.36.211.132	6
59.179.31.237	6
60.167.166.161	6
60.199.224.2	6
60.199.224.55	6
60.214.127.246	6
60.250.246.239	6
61.155.106.101	6
61.231.216.211	6
61.240.156.16	6
61.254.10.138	6
62.164.177.222	6
64.62.197.48	6
64.62.197.92	6
64.62.197.107	6
64.62.197.118	6
64.62.197.137	6
64.62.197.151	6
64.62.197.167	6
64.62.197.212	6
64.89.161.180	6
64.202.191.109	6
65.20.251.41	6
65.49.20.69	6
65.181.127.40	6
65.254.92.190	6
66.29.156.149	6
66.116.224.33	6
66.116.225.71	6
66.116.243.130	6
66.132.172.32	6
66.132.172.36	6
66.132.172.39	6
66.132.172.96	6
66.132.172.98	6
66.132.172.100	6
66.132.172.101	6
66.132.172.102	6
66.132.172.129	6
66.132.172.131	6
66.132.172.137	6
66.132.172.176	6
66.132.172.178	6
66.132.172.184	6
66.132.172.190	6
66.132.172.197	6
66.132.172.198	6
66.132.172.199	6
66.132.172.213	6
66.132.172.214	6
66.132.172.217	6
66.132.172.220	6
66.132.172.222	6
66.132.172.223	6
66.132.186.159	6
66.132.186.160	6
66.132.186.164	6
66.132.186.167	6
66.132.186.176	6
66.132.186.178	6
66.132.186.181	6
66.132.186.183	6
66.132.186.193	6
66.132.186.194	6
66.132.186.195	6
66.132.186.198	6
66.132.186.203	6
66.132.186.205	6
66.132.195.32	6
66.132.195.38	6
66.132.195.40	6
66.132.195.42	6
66.132.195.43	6
66.132.195.44	6
66.132.195.46	6
66.132.195.50	6
66.132.195.52	6
66.132.195.54	6
66.132.195.55	6
66.132.195.56	6
66.132.195.60	6
66.132.195.63	6
66.132.195.65	6
66.132.195.69	6
66.132.195.76	6
66.132.195.82	6
66.132.195.84	6
66.132.195.94	6
66.132.195.97	6
66.132.195.98	6
66.132.195.100	6
66.132.195.101	6
66.132.195.102	6
66.132.195.104	6
66.132.195.113	6
66.132.195.115	6
66.132.195.116	6
66.132.195.120	6
66.132.195.121	6
66.132.195.123	6
66.132.224.80	6
66.132.224.81	6
66.132.224.86	6
66.132.224.89	6
66.132.224.94	6
66.132.224.224	6
66.132.224.227	6
66.132.224.228	6
66.132.224.230	6
66.132.224.232	6
66.175.213.4	6
68.178.169.26	6
68.183.175.23	6
69.5.20.133	6
69.5.23.222	6
69.5.169.2	6
69.5.169.8	6
69.5.169.15	6
69.5.169.18	6
69.5.169.19	6
69.5.169.23	6
69.5.169.32	6
69.5.169.33	6
69.5.169.34	6
69.5.169.38	6
69.5.169.40	6
69.5.169.44	6
69.5.169.59	6
69.5.169.62	6
69.5.169.63	6
69.5.169.66	6
69.5.169.81	6
69.5.169.87	6
69.5.169.88	6
69.5.169.107	6
69.5.169.108	6
69.5.169.110	6
69.5.169.131	6
69.5.169.142	6
69.5.169.144	6
69.5.169.145	6
69.5.169.147	6
69.5.169.148	6
69.5.169.149	6
69.5.169.152	6
69.5.169.153	6
69.5.169.156	6
69.5.169.157	6
69.5.169.158	6
69.5.169.159	6
69.5.169.161	6
69.5.169.166	6
69.5.169.167	6
69.5.169.173	6
69.5.169.178	6
69.5.169.182	6
69.5.169.184	6
69.5.169.186	6
69.5.169.187	6
69.5.169.188	6
69.5.169.189	6
69.5.169.190	6
69.5.169.193	6
69.5.169.194	6
69.5.169.196	6
69.5.169.197	6
69.5.169.198	6
69.5.169.200	6
69.5.169.205	6
69.5.169.206	6
69.5.169.217	6
69.5.169.219	6
69.5.169.220	6
69.5.169.225	6
69.5.169.227	6
69.5.169.230	6
69.5.169.233	6
69.5.169.238	6
69.5.169.240	6
69.5.169.243	6
69.5.169.244	6
69.5.169.250	6
69.5.169.253	6
69.5.169.254	6
69.6.234.27	6
70.54.182.130	6
71.6.134.231	6
71.6.134.232	6
71.6.134.236	6
71.6.134.237	6
71.6.135.131	6
71.6.146.186	6
71.6.158.166	6
71.27.86.44	6
73.147.19.171	6
74.82.47.2	6
74.82.47.3	6
74.82.47.5	6
74.118.81.174	6
74.249.195.10	6
76.79.213.70	6
76.132.238.43	6
77.81.21.130	6
77.239.124.131	6
77.239.124.183	6
77.239.124.253	6
78.109.200.147	6
78.135.111.62	6
78.135.111.65	6
79.137.76.231	6
79.143.45.75	6
80.94.92.234	6
80.94.95.115	6
80.94.95.116	6
80.241.219.205	6
81.23.173.32	6
81.192.46.29	6
81.192.46.32	6
82.66.138.203	6
82.67.86.223	6
82.152.132.24	6
83.229.125.128	6
83.235.16.111	6
83.239.84.130	6
84.241.63.248	6
85.19.195.12	6
85.93.45.33	6
85.133.193.72	6
85.216.81.75	6
85.217.149.2	6
85.217.149.4	6
85.217.149.6	6
85.217.149.10	6
85.217.149.21	6
85.217.149.28	6
85.217.149.42	6
85.217.149.51	6
85.217.149.55	6
85.217.149.59	6
85.217.149.67	6
86.54.31.32	6
86.54.31.38	6
87.31.176.162	6
87.106.27.160	6
87.106.29.151	6
87.106.63.76	6
87.106.65.126	6
88.157.220.46	6
89.21.67.132	6
89.126.211.166	6
89.163.213.250	6
89.248.172.10	6
91.92.41.82	6
91.144.158.231	6
91.196.152.16	6
91.196.152.18	6
91.196.152.41	6
91.196.152.60	6
91.196.152.82	6
91.196.152.89	6
91.196.152.102	6
91.196.152.116	6
91.196.152.151	6
91.196.152.180	6
91.196.152.214	6
91.196.152.229	6
91.237.124.214	6
92.47.46.174	6
92.112.127.220	6
92.118.39.14	6
92.118.39.50	6
94.154.43.56	6
94.154.43.60	6
94.154.43.254	6
95.38.177.52	6
95.38.179.72	6
95.58.255.251	6
95.84.137.185	6
95.85.226.199	6
95.173.181.67	6
96.78.177.249	6
97.74.87.119	6
97.74.236.4	6
98.70.48.241	6
99.92.204.98	6
100.55.74.174	6
101.36.107.233	6
101.36.119.203	6
101.47.8.188	6
101.47.156.170	6
101.47.159.50	6
102.23.122.235	6
102.88.137.145	6
102.88.137.213	6
102.210.149.105	6
102.217.42.136	6
102.220.45.186	6
102.220.160.115	6
102.220.161.86	6
103.4.145.50	6
103.10.120.162	6
103.23.135.183	6
103.25.47.94	6
103.26.136.173	6
103.29.185.162	6
103.30.40.129	6
103.52.115.189	6
103.59.163.132	6
103.59.163.133	6
103.59.163.134	6
103.59.163.135	6
103.63.108.25	6
103.69.96.120	6
103.78.0.229	6
103.84.236.222	6
103.107.119.6	6
103.120.116.162	6
103.139.126.5	6
103.143.238.100	6
103.144.82.250	6
103.154.77.48	6
103.154.179.154	6
103.155.47.50	6
103.160.4.144	6
103.163.118.115	6
103.164.57.37	6
103.172.20.218	6
103.172.236.241	6
103.180.123.42	6
103.182.132.154	6
103.187.165.26	6
103.189.89.196	6
103.189.208.13	6
103.194.243.199	6
103.200.22.154	6
103.200.23.107	6
103.200.23.154	6
103.200.25.198	6
103.207.1.13	6
103.208.219.38	6
103.234.200.252	6
103.237.144.204	6
103.251.143.14	6
103.255.200.90	6
104.234.186.154	6
104.243.42.167	6
104.244.74.84	6
104.248.132.98	6
105.96.13.6	6
106.12.128.184	6
106.12.181.132	6
106.13.228.234	6
106.243.155.71	6
106.251.244.178	6
107.0.200.227	6
107.150.1.166	6
107.150.105.10	6
107.150.105.153	6
107.189.27.179	6
108.174.156.122	6
109.91.4.177	6
109.105.210.62	6
109.105.210.64	6
109.105.210.65	6
109.120.176.55	6
109.160.32.14	6
109.160.32.26	6
109.160.32.98	6
109.160.32.109	6
110.49.76.244	6
111.26.62.39	6
111.26.115.124	6
111.29.38.32	6
111.32.153.180	6
111.93.63.254	6
113.137.40.250	6
113.161.149.20	6
113.177.27.200	6
113.240.110.90	6
114.9.97.2	6
114.12.17.98	6
114.98.63.18	6
114.141.59.195	6
114.219.157.97	6
115.85.61.229	6
115.114.95.98	6
115.124.73.21	6
115.151.72.155	6
115.190.138.163	6
115.190.213.72	6
115.190.213.206	6
115.190.234.63	6
115.191.23.138	6
115.191.32.57	6
115.241.228.34	6
116.48.143.166	6
116.109.216.74	6
116.125.120.27	6
116.203.18.194	6
116.228.233.93	6
117.50.51.119	6
117.50.70.125	6
117.50.195.206	6
117.72.212.5	6
117.91.186.55	6
117.102.86.226	6
117.236.124.166	6
118.26.38.251	6
118.113.164.137	6
118.139.164.171	6
118.193.39.103	6
118.193.45.65	6
118.193.45.134	6
118.196.86.5	6
118.196.119.108	6
118.196.142.135	6
119.96.157.188	6
119.209.12.20	6
119.246.15.94	6
120.48.60.44	6
120.48.106.205	6
121.131.220.150	6
121.178.185.141	6
122.15.129.26	6
122.114.69.235	6
122.160.51.109	6
122.168.123.73	6
122.168.197.138	6
122.187.227.198	6
122.187.229.235	6
122.187.230.193	6
123.253.162.254	6
124.45.31.57	6
124.152.90.68	6
124.155.125.131	6
124.158.13.4	6
124.174.32.95	6
124.193.81.23	6
125.16.55.214	6
125.21.59.218	6
125.69.76.148	6
125.139.124.120	6
128.14.225.164	6
128.14.236.41	6
128.201.9.152	6
129.45.84.193	6
129.121.51.190	6
129.121.123.80	6
130.12.182.107	6
130.12.182.110	6
131.100.242.102	6
131.255.240.10	6
133.18.142.16	6
134.122.93.100	6
134.122.126.211	6
134.209.120.216	6
135.119.92.229	6
135.125.226.143	6
135.125.235.107	6
136.36.189.65	6
136.228.161.66	6
138.2.102.66	6
138.197.164.175	6
138.197.195.44	6
139.19.117.197	6
139.59.36.109	6
139.59.133.58	6
141.11.122.40	6
143.198.115.76	6
143.202.209.172	6
144.48.243.18	6
144.172.108.80	6
144.225.6.161	6
145.249.125.36	6
147.50.231.135	6
147.182.244.175	6
147.185.132.15	6
147.185.132.21	6
147.185.132.28	6
147.185.132.31	6
147.185.132.36	6
147.185.132.42	6
147.185.132.44	6
147.185.132.67	6
147.185.132.85	6
147.185.132.88	6
147.185.132.90	6
147.185.132.91	6
147.185.132.93	6
147.185.132.97	6
147.185.132.99	6
147.185.132.106	6
147.185.132.108	6
147.185.132.109	6
147.185.132.111	6
147.185.132.115	6
147.185.132.120	6
147.185.132.126	6
147.185.132.144	6
147.185.132.147	6
147.185.132.149	6
147.185.132.155	6
147.185.132.158	6
147.185.132.159	6
147.185.132.165	6
147.185.132.181	6
147.185.132.183	6
147.185.132.184	6
147.185.132.191	6
147.185.132.201	6
147.185.132.213	6
147.185.132.216	6
147.185.132.219	6
147.185.132.225	6
147.185.132.229	6
147.185.132.240	6
147.185.132.242	6
147.185.132.243	6
147.185.132.247	6
147.185.132.249	6
147.185.133.126	6
148.153.56.170	6
149.202.50.58	6
151.59.120.193	6
152.32.90.8	6
152.32.145.49	6
152.32.151.121	6
152.32.163.183	6
152.32.182.8	6
152.32.185.141	6
152.32.189.59	6
152.32.191.226	6
152.32.212.226	6
152.32.218.149	6
152.32.254.89	6
152.42.128.153	6
152.89.12.101	6
153.37.177.219	6
153.75.231.63	6
153.126.182.12	6
154.16.112.12	6
154.18.197.35	6
155.94.233.59	6
